month,year,language,popularity,hex
August,2008,Perl,4.08,#113E62
August,2008,PHP,19.46,#7277AD
August,2008,Python,5.2,#336994
August,2008,R,0.8,#2566B5
August,2008,Ruby,2.93,#B01E00
August,2008,Rust,0.09,#000000
August,2008,Scala,0.16,#DE3424
August,2008,Swift,0,#E94F37
August,2008,TypeScript,0,#3178C6
August,2008,VBA,1.79,#93217F
August,2008,Visual Basic,5.29,NA
September,2008,Abap,0.38999999999999996,#06A9EA
September,2008,Ada,0.29,#101EC8
September,2008,C/C++,7.9399999999999995,#00599C
September,2008,C#,7.960000000000001,#813084
September,2008,Cobol,0.44,#1D1063
September,2008,Dart,0,#2DB6F6
September,2008,Delphi,1.8800000000000001,#F32835
September,2008,Go,0,#66D0DE
September,2008,Groovy,0.26,#619CBC
September,2008,Haskell,0.31,#8F4E8B
September,2008,Java,29.580000000000002,#F8981E
September,2008,JavaScript,7.870000000000001,#F3D23C
September,2008,Julia,0,#369325
September,2008,Kotlin,0,#7F52FF
September,2008,Lua,0.45999999999999996,#0F007C
September,2008,Matlab,2.55,#F0800E
September,2008,Objective-C,0.18,#AFB6CA
September,2008,Perl,4.09,#113E62
September,2008,PHP,19.66,#7277AD
September,2008,Python,5.27,#336994
September,2008,R,0.83,#2566B5
September,2008,Ruby,2.87,#B01E00
September,2008,Rust,0.08,#000000
September,2008,Scala,0.15,#DE3424
September,2008,Swift,0,#E94F37
September,2008,TypeScript,0,#3178C6
September,2008,VBA,1.7500000000000002,#93217F
September,2008,Visual Basic,5.18,NA
October,2008,Abap,0.42,#06A9EA
October,2008,Ada,0.27999999999999997,#101EC8
October,2008,C/C++,8.1,#00599C
October,2008,C#,7.960000000000001,#813084
October,2008,Cobol,0.44999999999999996,#1D1063
October,2008,Dart,0,#2DB6F6
October,2008,Delphi,1.8499999999999999,#F32835
October,2008,Go,0,#66D0DE
October,2008,Groovy,0.27,#619CBC
October,2008,Haskell,0.32,#8F4E8B
October,2008,Java,28.92,#F8981E
October,2008,JavaScript,7.88,#F3D23C
October,2008,Julia,0,#369325
October,2008,Kotlin,0,#7F52FF
October,2008,Lua,0.44999999999999996,#0F007C
October,2008,Matlab,2.68,#F0800E
October,2008,Objective-C,0.19,#AFB6CA
October,2008,Perl,4.15,#113E62
October,2008,PHP,19.53,#7277AD
October,2008,Python,5.6000000000000005,#336994
October,2008,R,0.8699999999999999,#2566B5
October,2008,Ruby,2.8400000000000003,#B01E00
October,2008,Rust,0.08,#000000
October,2008,Scala,0.16,#DE3424
October,2008,Swift,0,#E94F37
October,2008,TypeScript,0,#3178C6
October,2008,VBA,1.6500000000000001,#93217F
October,2008,Visual Basic,5.35,NA
November,2008,Abap,0.42,#06A9EA
November,2008,Ada,0.26,#101EC8
November,2008,C/C++,8.32,#00599C
November,2008,C#,7.9799999999999995,#813084
November,2008,Cobol,0.42,#1D1063
November,2008,Dart,0,#2DB6F6
November,2008,Delphi,1.81,#F32835
November,2008,Go,0,#66D0DE
November,2008,Groovy,0.27,#619CBC
November,2008,Haskell,0.31,#8F4E8B
November,2008,Java,28.910000000000004,#F8981E
November,2008,JavaScript,7.7700000000000005,#F3D23C
November,2008,Julia,0,#369325
November,2008,Kotlin,0,#7F52FF
November,2008,Lua,0.44999999999999996,#0F007C
November,2008,Matlab,2.73,#F0800E
November,2008,Objective-C,0.16999999999999998,#AFB6CA
November,2008,Perl,4.17,#113E62
November,2008,PHP,19.33,#7277AD
November,2008,Python,5.75,#336994
November,2008,R,0.8500000000000001,#2566B5
November,2008,Ruby,2.78,#B01E00
November,2008,Rust,0.08,#000000
November,2008,Scala,0.16,#DE3424
November,2008,Swift,0,#E94F37
November,2008,TypeScript,0,#3178C6
November,2008,VBA,1.68,#93217F
November,2008,Visual Basic,5.37,NA
December,2008,Abap,0.43,#06A9EA
December,2008,Ada,0.25,#101EC8
December,2008,C/C++,8.540000000000001,#00599C
December,2008,C#,7.89,#813084
December,2008,Cobol,0.41000000000000003,#1D1063
December,2008,Dart,0,#2DB6F6
December,2008,Delphi,1.7500000000000002,#F32835
December,2008,Go,0,#66D0DE
December,2008,Groovy,0.26,#619CBC
December,2008,Haskell,0.3,#8F4E8B
December,2008,Java,28.799999999999997,#F8981E
December,2008,JavaScript,7.79,#F3D23C
December,2008,Julia,0,#369325
December,2008,Kotlin,0,#7F52FF
December,2008,Lua,0.42,#0F007C
December,2008,Matlab,2.78,#F0800E
December,2008,Objective-C,0.16,#AFB6CA
December,2008,Perl,4.22,#113E62
December,2008,PHP,19.220000000000002,#7277AD
December,2008,Python,5.94,#336994
December,2008,R,0.91,#2566B5
December,2008,Ruby,2.71,#B01E00
December,2008,Rust,0.08,#000000
December,2008,Scala,0.13,#DE3424
December,2008,Swift,0,#E94F37
December,2008,TypeScript,0,#3178C6
December,2008,VBA,1.69,#93217F
December,2008,Visual Basic,5.319999999999999,NA
January,2009,Abap,0.4,#06A9EA
January,2009,Ada,0.21,#101EC8
January,2009,C/C++,8.559999999999999,#00599C
January,2009,C#,7.89,#813084
January,2009,Cobol,0.38999999999999996,#1D1063
January,2009,Dart,0,#2DB6F6
January,2009,Delphi,1.76,#F32835
January,2009,Go,0,#66D0DE
January,2009,Groovy,0.26,#619CBC
January,2009,Haskell,0.3,#8F4E8B
January,2009,Java,28.470000000000002,#F8981E
January,2009,JavaScript,8.05,#F3D23C
January,2009,Julia,0,#369325
January,2009,Kotlin,0,#7F52FF
January,2009,Lua,0.43,#0F007C
January,2009,Matlab,2.7199999999999998,#F0800E
January,2009,Objective-C,0.16,#AFB6CA
January,2009,Perl,4.16,#113E62
January,2009,PHP,18.970000000000002,#7277AD
January,2009,Python,6.260000000000001,#336994
January,2009,R,0.9299999999999999,#2566B5
January,2009,Ruby,2.7,#B01E00
January,2009,Rust,0.1,#000000
January,2009,Scala,0.13,#DE3424
January,2009,Swift,0,#E94F37
January,2009,TypeScript,0,#3178C6
January,2009,VBA,1.72,#93217F
January,2009,Visual Basic,5.43,NA
February,2009,Abap,0.41000000000000003,#06A9EA
February,2009,Ada,0.21,#101EC8
February,2009,C/C++,8.81,#00599C
February,2009,C#,7.8100000000000005,#813084
February,2009,Cobol,0.38999999999999996,#1D1063
February,2009,Dart,0,#2DB6F6
February,2009,Delphi,1.6400000000000001,#F32835
February,2009,Go,0,#66D0DE
February,2009,Groovy,0.29,#619CBC
February,2009,Haskell,0.32,#8F4E8B
February,2009,Java,28.449999999999996,#F8981E
February,2009,JavaScript,8,#F3D23C
February,2009,Julia,0,#369325
February,2009,Kotlin,0,#7F52FF
February,2009,Lua,0.42,#0F007C
February,2009,Matlab,2.81,#F0800E
February,2009,Objective-C,0.13999999999999999,#AFB6CA
February,2009,Perl,4.17,#113E62
February,2009,PHP,18.790000000000003,#7277AD
February,2009,Python,6.3,#336994
February,2009,R,0.97,#2566B5
February,2009,Ruby,2.67,#B01E00
February,2009,Rust,0.1,#000000
February,2009,Scala,0.13,#DE3424
February,2009,Swift,0,#E94F37
February,2009,TypeScript,0,#3178C6
February,2009,VBA,1.69,#93217F
February,2009,Visual Basic,5.4399999999999995,NA
March,2009,Abap,0.4,#06A9EA
March,2009,Ada,0.22999999999999998,#101EC8
March,2009,C/C++,8.7,#00599C
March,2009,C#,7.68,#813084
March,2009,Cobol,0.38,#1D1063
March,2009,Dart,0,#2DB6F6
March,2009,Delphi,1.6500000000000001,#F32835
March,2009,Go,0,#66D0DE
March,2009,Groovy,0.31,#619CBC
March,2009,Haskell,0.35000000000000003,#8F4E8B
March,2009,Java,28.37,#F8981E
March,2009,JavaScript,7.9399999999999995,#F3D23C
March,2009,Julia,0,#369325
March,2009,Kotlin,0,#7F52FF
March,2009,Lua,0.45999999999999996,#0F007C
March,2009,Matlab,3,#F0800E
March,2009,Objective-C,0.15,#AFB6CA
March,2009,Perl,4.2,#113E62
March,2009,PHP,18.509999999999998,#7277AD
March,2009,Python,6.41,#336994
March,2009,R,1,#2566B5
March,2009,Ruby,2.68,#B01E00
March,2009,Rust,0.12,#000000
March,2009,Scala,0.15,#DE3424
March,2009,Swift,0,#E94F37
March,2009,TypeScript,0,#3178C6
March,2009,VBA,1.82,#93217F
March,2009,Visual Basic,5.489999999999999,NA
April,2009,Abap,0.38,#06A9EA
April,2009,Ada,0.22999999999999998,#101EC8
April,2009,C/C++,8.67,#00599C
April,2009,C#,7.670000000000001,#813084
April,2009,Cobol,0.37,#1D1063
April,2009,Dart,0,#2DB6F6
April,2009,Delphi,1.68,#F32835
April,2009,Go,0,#66D0DE
April,2009,Groovy,0.3,#619CBC
April,2009,Haskell,0.33999999999999997,#8F4E8B
April,2009,Java,28.54,#F8981E
April,2009,JavaScript,7.82,#F3D23C
April,2009,Julia,0,#369325
April,2009,Kotlin,0,#7F52FF
April,2009,Lua,0.48,#0F007C
April,2009,Matlab,2.88,#F0800E
April,2009,Objective-C,0.13999999999999999,#AFB6CA
April,2009,Perl,4.17,#113E62
April,2009,PHP,18.69,#7277AD
April,2009,Python,6.35,#336994
April,2009,R,1.02,#2566B5
April,2009,Ruby,2.65,#B01E00
April,2009,Rust,0.12,#000000
April,2009,Scala,0.15,#DE3424
April,2009,Swift,0,#E94F37
April,2009,TypeScript,0,#3178C6
April,2009,VBA,1.8800000000000001,#93217F
April,2009,Visual Basic,5.48,NA
May,2009,Abap,0.38999999999999996,#06A9EA
May,2009,Ada,0.22999999999999998,#101EC8
May,2009,C/C++,8.74,#00599C
May,2009,C#,7.48,#813084
May,2009,Cobol,0.42,#1D1063
May,2009,Dart,0,#2DB6F6
May,2009,Delphi,1.6199999999999999,#F32835
May,2009,Go,0,#66D0DE
May,2009,Groovy,0.3,#619CBC
May,2009,Haskell,0.35000000000000003,#8F4E8B
May,2009,Java,28.470000000000002,#F8981E
May,2009,JavaScript,7.670000000000001,#F3D23C
May,2009,Julia,0,#369325
May,2009,Kotlin,0,#7F52FF
May,2009,Lua,0.5,#0F007C
May,2009,Matlab,2.87,#F0800E
May,2009,Objective-C,0.16,#AFB6CA
May,2009,Perl,4.1000000000000005,#113E62
May,2009,PHP,18.86,#7277AD
May,2009,Python,6.39,#336994
May,2009,R,1.08,#2566B5
May,2009,Ruby,2.65,#B01E00
May,2009,Rust,0.12,#000000
May,2009,Scala,0.18,#DE3424
May,2009,Swift,0,#E94F37
May,2009,TypeScript,0,#3178C6
May,2009,VBA,1.94,#93217F
May,2009,Visual Basic,5.46,NA
June,2009,Abap,0.4,#06A9EA
June,2009,Ada,0.2,#101EC8
June,2009,C/C++,8.68,#00599C
June,2009,C#,7.340000000000001,#813084
June,2009,Cobol,0.43,#1D1063
June,2009,Dart,0,#2DB6F6
June,2009,Delphi,1.54,#F32835
June,2009,Go,0,#66D0DE
June,2009,Groovy,0.31,#619CBC
June,2009,Haskell,0.33999999999999997,#8F4E8B
June,2009,Java,28.23,#F8981E
June,2009,JavaScript,7.79,#F3D23C
June,2009,Julia,0,#369325
June,2009,Kotlin,0,#7F52FF
June,2009,Lua,0.51,#0F007C
June,2009,Matlab,2.8899999999999997,#F0800E
June,2009,Objective-C,0.16,#AFB6CA
June,2009,Perl,4.1000000000000005,#113E62
June,2009,PHP,19.16,#7277AD
June,2009,Python,6.43,#336994
June,2009,R,1.06,#2566B5
June,2009,Ruby,2.6599999999999997,#B01E00
June,2009,Rust,0.11,#000000
June,2009,Scala,0.19,#DE3424
June,2009,Swift,0,#E94F37
June,2009,TypeScript,0,#3178C6
June,2009,VBA,2.01,#93217F
June,2009,Visual Basic,5.45,NA
July,2009,Abap,0.44,#06A9EA
July,2009,Ada,0.2,#101EC8
July,2009,C/C++,9.02,#00599C
July,2009,C#,7.24,#813084
July,2009,Cobol,0.44999999999999996,#1D1063
July,2009,Dart,0,#2DB6F6
July,2009,Delphi,1.5,#F32835
July,2009,Go,0,#66D0DE
July,2009,Groovy,0.29,#619CBC
July,2009,Haskell,0.32,#8F4E8B
July,2009,Java,27.92,#F8981E
July,2009,JavaScript,7.53,#F3D23C
July,2009,Julia,0,#369325
July,2009,Kotlin,0,#7F52FF
July,2009,Lua,0.51,#0F007C
July,2009,Matlab,3.08,#F0800E
July,2009,Objective-C,0.16,#AFB6CA
July,2009,Perl,4.15,#113E62
July,2009,PHP,19.12,#7277AD
July,2009,Python,6.54,#336994
July,2009,R,1.05,#2566B5
July,2009,Ruby,2.65,#B01E00
July,2009,Rust,0.09,#000000
July,2009,Scala,0.18,#DE3424
July,2009,Swift,0,#E94F37
July,2009,TypeScript,0,#3178C6
July,2009,VBA,2.16,#93217F
July,2009,Visual Basic,5.4,NA
August,2009,Abap,0.45999999999999996,#06A9EA
August,2009,Ada,0.19,#101EC8
August,2009,C/C++,9.1,#00599C
August,2009,C#,7.1,#813084
August,2009,Cobol,0.47000000000000003,#1D1063
August,2009,Dart,0,#2DB6F6
August,2009,Delphi,1.54,#F32835
August,2009,Go,0,#66D0DE
August,2009,Groovy,0.27999999999999997,#619CBC
August,2009,Haskell,0.31,#8F4E8B
August,2009,Java,27.66,#F8981E
August,2009,JavaScript,7.66,#F3D23C
August,2009,Julia,0,#369325
August,2009,Kotlin,0,#7F52FF
August,2009,Lua,0.5,#0F007C
August,2009,Matlab,2.97,#F0800E
August,2009,Objective-C,0.16,#AFB6CA
August,2009,Perl,4.09,#113E62
August,2009,PHP,19.25,#7277AD
August,2009,Python,6.67,#336994
August,2009,R,1.05,#2566B5
August,2009,Ruby,2.64,#B01E00
August,2009,Rust,0.09,#000000
August,2009,Scala,0.2,#DE3424
August,2009,Swift,0,#E94F37
August,2009,TypeScript,0,#3178C6
August,2009,VBA,2.21,#93217F
August,2009,Visual Basic,5.4,NA
September,2009,Abap,0.47000000000000003,#06A9EA
September,2009,Ada,0.18,#101EC8
September,2009,C/C++,9.53,#00599C
September,2009,C#,7.000000000000001,#813084
September,2009,Cobol,0.45999999999999996,#1D1063
September,2009,Dart,0,#2DB6F6
September,2009,Delphi,1.47,#F32835
September,2009,Go,0,#66D0DE
September,2009,Groovy,0.26,#619CBC
September,2009,Haskell,0.29,#8F4E8B
September,2009,Java,27.67,#F8981E
September,2009,JavaScript,7.7,#F3D23C
September,2009,Julia,0,#369325
September,2009,Kotlin,0,#7F52FF
September,2009,Lua,0.47000000000000003,#0F007C
September,2009,Matlab,2.87,#F0800E
September,2009,Objective-C,0.16,#AFB6CA
September,2009,Perl,4.04,#113E62
September,2009,PHP,19.3,#7277AD
September,2009,Python,6.67,#336994
September,2009,R,1.03,#2566B5
September,2009,Ruby,2.6,#B01E00
September,2009,Rust,0.06999999999999999,#000000
September,2009,Scala,0.21,#DE3424
September,2009,Swift,0,#E94F37
September,2009,TypeScript,0,#3178C6
September,2009,VBA,2.17,#93217F
September,2009,Visual Basic,5.390000000000001,NA
October,2009,Abap,0.48,#06A9EA
October,2009,Ada,0.18,#101EC8
October,2009,C/C++,9.790000000000001,#00599C
October,2009,C#,6.76,#813084
October,2009,Cobol,0.47000000000000003,#1D1063
October,2009,Dart,0,#2DB6F6
October,2009,Delphi,1.43,#F32835
October,2009,Go,0,#66D0DE
October,2009,Groovy,0.26,#619CBC
October,2009,Haskell,0.27999999999999997,#8F4E8B
October,2009,Java,27.68,#F8981E
October,2009,JavaScript,7.62,#F3D23C
October,2009,Julia,0,#369325
October,2009,Kotlin,0,#7F52FF
October,2009,Lua,0.45999999999999996,#0F007C
October,2009,Matlab,2.9899999999999998,#F0800E
October,2009,Objective-C,0.15,#AFB6CA
October,2009,Perl,3.9800000000000004,#113E62
October,2009,PHP,19.11,#7277AD
October,2009,Python,6.800000000000001,#336994
October,2009,R,1.06,#2566B5
October,2009,Ruby,2.6599999999999997,#B01E00
October,2009,Rust,0.06999999999999999,#000000
October,2009,Scala,0.22,#DE3424
October,2009,Swift,0,#E94F37
October,2009,TypeScript,0,#3178C6
October,2009,VBA,2.21,#93217F
October,2009,Visual Basic,5.35,NA
November,2009,Abap,0.49,#06A9EA
November,2009,Ada,0.18,#101EC8
November,2009,C/C++,9.969999999999999,#00599C
November,2009,C#,6.7,#813084
November,2009,Cobol,0.44,#1D1063
November,2009,Dart,0,#2DB6F6
November,2009,Delphi,1.4200000000000002,#F32835
November,2009,Go,0,#66D0DE
November,2009,Groovy,0.27999999999999997,#619CBC
November,2009,Haskell,0.27999999999999997,#8F4E8B
November,2009,Java,27.700000000000003,#F8981E
November,2009,JavaScript,7.6499999999999995,#F3D23C
November,2009,Julia,0,#369325
November,2009,Kotlin,0,#7F52FF
November,2009,Lua,0.44999999999999996,#0F007C
November,2009,Matlab,3.0300000000000002,#F0800E
November,2009,Objective-C,0.16,#AFB6CA
November,2009,Perl,3.9600000000000004,#113E62
November,2009,PHP,18.93,#7277AD
November,2009,Python,6.83,#336994
November,2009,R,1.04,#2566B5
November,2009,Ruby,2.6100000000000003,#B01E00
November,2009,Rust,0.06999999999999999,#000000
November,2009,Scala,0.2,#DE3424
November,2009,Swift,0,#E94F37
November,2009,TypeScript,0,#3178C6
November,2009,VBA,2.23,#93217F
November,2009,Visual Basic,5.37,NA
December,2009,Abap,0.49,#06A9EA
December,2009,Ada,0.18,#101EC8
December,2009,C/C++,10.299999999999999,#00599C
December,2009,C#,6.6000000000000005,#813084
December,2009,Cobol,0.45999999999999996,#1D1063
December,2009,Dart,0,#2DB6F6
December,2009,Delphi,1.41,#F32835
December,2009,Go,0,#66D0DE
December,2009,Groovy,0.3,#619CBC
December,2009,Haskell,0.29,#8F4E8B
December,2009,Java,27.800000000000004,#F8981E
December,2009,JavaScript,7.470000000000001,#F3D23C
December,2009,Julia,0,#369325
December,2009,Kotlin,0,#7F52FF
December,2009,Lua,0.45999999999999996,#0F007C
December,2009,Matlab,3.1199999999999997,#F0800E
December,2009,Objective-C,0.16999999999999998,#AFB6CA
December,2009,Perl,3.8600000000000003,#113E62
December,2009,PHP,18.66,#7277AD
December,2009,Python,6.800000000000001,#336994
December,2009,R,1.0699999999999998,#2566B5
December,2009,Ruby,2.56,#B01E00
December,2009,Rust,0.08,#000000
December,2009,Scala,0.21,#DE3424
December,2009,Swift,0,#E94F37
December,2009,TypeScript,0,#3178C6
December,2009,VBA,2.29,#93217F
December,2009,Visual Basic,5.41,NA
January,2010,Abap,0.5,#06A9EA
January,2010,Ada,0.18,#101EC8
January,2010,C/C++,10.530000000000001,#00599C
January,2010,C#,6.4,#813084
January,2010,Cobol,0.48,#1D1063
January,2010,Dart,0,#2DB6F6
January,2010,Delphi,1.3599999999999999,#F32835
January,2010,Go,0.01,#66D0DE
January,2010,Groovy,0.32,#619CBC
January,2010,Haskell,0.32,#8F4E8B
January,2010,Java,28.189999999999998,#F8981E
January,2010,JavaScript,7.449999999999999,#F3D23C
January,2010,Julia,0,#369325
January,2010,Kotlin,0,#7F52FF
January,2010,Lua,0.5,#0F007C
January,2010,Matlab,3.04,#F0800E
January,2010,Objective-C,0.22,#AFB6CA
January,2010,Perl,3.71,#113E62
January,2010,PHP,18.63,#7277AD
January,2010,Python,6.569999999999999,#336994
January,2010,R,1.13,#2566B5
January,2010,Ruby,2.54,#B01E00
January,2010,Rust,0.09,#000000
January,2010,Scala,0.22999999999999998,#DE3424
January,2010,Swift,0,#E94F37
January,2010,TypeScript,0,#3178C6
January,2010,VBA,2.22,#93217F
January,2010,Visual Basic,5.37,NA
February,2010,Abap,0.49,#06A9EA
February,2010,Ada,0.16999999999999998,#101EC8
February,2010,C/C++,10.8,#00599C
February,2010,C#,6.36,#813084
February,2010,Cobol,0.47000000000000003,#1D1063
February,2010,Dart,0,#2DB6F6
February,2010,Delphi,1.32,#F32835
February,2010,Go,0.02,#66D0DE
February,2010,Groovy,0.32,#619CBC
February,2010,Haskell,0.32,#8F4E8B
February,2010,Java,28.439999999999998,#F8981E
February,2010,JavaScript,7.32,#F3D23C
February,2010,Julia,0,#369325
February,2010,Kotlin,0,#7F52FF
February,2010,Lua,0.49,#0F007C
February,2010,Matlab,3.2099999999999995,#F0800E
February,2010,Objective-C,0.25,#AFB6CA
February,2010,Perl,3.66,#113E62
February,2010,PHP,18.459999999999997,#7277AD
February,2010,Python,6.47,#336994
February,2010,R,1.0999999999999999,#2566B5
February,2010,Ruby,2.44,#B01E00
February,2010,Rust,0.09,#000000
February,2010,Scala,0.22,#DE3424
February,2010,Swift,0,#E94F37
February,2010,TypeScript,0,#3178C6
February,2010,VBA,2.23,#93217F
February,2010,Visual Basic,5.35,NA
March,2010,Abap,0.51,#06A9EA
March,2010,Ada,0.16999999999999998,#101EC8
March,2010,C/C++,11.01,#00599C
March,2010,C#,6.22,#813084
March,2010,Cobol,0.49,#1D1063
March,2010,Dart,0,#2DB6F6
March,2010,Delphi,1.29,#F32835
March,2010,Go,0.02,#66D0DE
March,2010,Groovy,0.32,#619CBC
March,2010,Haskell,0.32,#8F4E8B
March,2010,Java,28.449999999999996,#F8981E
March,2010,JavaScript,7.31,#F3D23C
March,2010,Julia,0,#369325
March,2010,Kotlin,0,#7F52FF
March,2010,Lua,0.49,#0F007C
March,2010,Matlab,3.3099999999999996,#F0800E
March,2010,Objective-C,0.25,#AFB6CA
March,2010,Perl,3.53,#113E62
March,2010,PHP,18.310000000000002,#7277AD
March,2010,Python,6.4399999999999995,#336994
March,2010,R,1.18,#2566B5
March,2010,Ruby,2.36,#B01E00
March,2010,Rust,0.1,#000000
March,2010,Scala,0.21,#DE3424
March,2010,Swift,0,#E94F37
March,2010,TypeScript,0,#3178C6
March,2010,VBA,2.31,#93217F
March,2010,Visual Basic,5.41,NA
April,2010,Abap,0.54,#06A9EA
April,2010,Ada,0.18,#101EC8
April,2010,C/C++,11.3,#00599C
April,2010,C#,6.1899999999999995,#813084
April,2010,Cobol,0.5,#1D1063
April,2010,Dart,0,#2DB6F6
April,2010,Delphi,1.26,#F32835
April,2010,Go,0.03,#66D0DE
April,2010,Groovy,0.35000000000000003,#619CBC
April,2010,Haskell,0.32,#8F4E8B
April,2010,Java,28.57,#F8981E
April,2010,JavaScript,7.42,#F3D23C
April,2010,Julia,0,#369325
April,2010,Kotlin,0,#7F52FF
April,2010,Lua,0.49,#0F007C
April,2010,Matlab,3.3000000000000003,#F0800E
April,2010,Objective-C,0.27,#AFB6CA
April,2010,Perl,3.37,#113E62
April,2010,PHP,18.27,#7277AD
April,2010,Python,6.279999999999999,#336994
April,2010,R,1.1400000000000001,#2566B5
April,2010,Ruby,2.1999999999999997,#B01E00
April,2010,Rust,0.1,#000000
April,2010,Scala,0.21,#DE3424
April,2010,Swift,0,#E94F37
April,2010,TypeScript,0,#3178C6
April,2010,VBA,2.31,#93217F
April,2010,Visual Basic,5.38,NA
May,2010,Abap,0.58,#06A9EA
May,2010,Ada,0.18,#101EC8
May,2010,C/C++,11.52,#00599C
May,2010,C#,6.18,#813084
May,2010,Cobol,0.52,#1D1063
May,2010,Dart,0,#2DB6F6
May,2010,Delphi,1.26,#F32835
May,2010,Go,0.03,#66D0DE
May,2010,Groovy,0.36,#619CBC
May,2010,Haskell,0.32,#8F4E8B
May,2010,Java,28.48,#F8981E
May,2010,JavaScript,7.32,#F3D23C
May,2010,Julia,0,#369325
May,2010,Kotlin,0,#7F52FF
May,2010,Lua,0.51,#0F007C
May,2010,Matlab,3.34,#F0800E
May,2010,Objective-C,0.27999999999999997,#AFB6CA
May,2010,Perl,3.27,#113E62
May,2010,PHP,18.18,#7277AD
May,2010,Python,6.21,#336994
May,2010,R,1.22,#2566B5
May,2010,Ruby,2.1999999999999997,#B01E00
May,2010,Rust,0.11,#000000
May,2010,Scala,0.22,#DE3424
May,2010,Swift,0,#E94F37
May,2010,TypeScript,0,#3178C6
May,2010,VBA,2.37,#93217F
May,2010,Visual Basic,5.33,NA
June,2010,Abap,0.61,#06A9EA
June,2010,Ada,0.18,#101EC8
June,2010,C/C++,11.600000000000001,#00599C
June,2010,C#,6.2700000000000005,#813084
June,2010,Cobol,0.52,#1D1063
June,2010,Dart,0,#2DB6F6
June,2010,Delphi,1.3,#F32835
June,2010,Go,0.04,#66D0DE
June,2010,Groovy,0.37,#619CBC
June,2010,Haskell,0.32,#8F4E8B
June,2010,Java,28.439999999999998,#F8981E
June,2010,JavaScript,7.37,#F3D23C
June,2010,Julia,0,#369325
June,2010,Kotlin,0,#7F52FF
June,2010,Lua,0.5,#0F007C
June,2010,Matlab,3.3000000000000003,#F0800E
June,2010,Objective-C,0.27999999999999997,#AFB6CA
June,2010,Perl,3.27,#113E62
June,2010,PHP,18,#7277AD
June,2010,Python,6.25,#336994
June,2010,R,1.2,#2566B5
June,2010,Ruby,2.18,#B01E00
June,2010,Rust,0.1,#000000
June,2010,Scala,0.21,#DE3424
June,2010,Swift,0,#E94F37
June,2010,TypeScript,0,#3178C6
June,2010,VBA,2.36,#93217F
June,2010,Visual Basic,5.35,NA
July,2010,Abap,0.62,#06A9EA
July,2010,Ada,0.19,#101EC8
July,2010,C/C++,11.53,#00599C
July,2010,C#,6.41,#813084
July,2010,Cobol,0.54,#1D1063
July,2010,Dart,0,#2DB6F6
July,2010,Delphi,1.29,#F32835
July,2010,Go,0.03,#66D0DE
July,2010,Groovy,0.36,#619CBC
July,2010,Haskell,0.27,#8F4E8B
July,2010,Java,28.18,#F8981E
July,2010,JavaScript,7.31,#F3D23C
July,2010,Julia,0,#369325
July,2010,Kotlin,0,#7F52FF
July,2010,Lua,0.49,#0F007C
July,2010,Matlab,3.46,#F0800E
July,2010,Objective-C,0.33999999999999997,#AFB6CA
July,2010,Perl,3.29,#113E62
July,2010,PHP,17.87,#7277AD
July,2010,Python,6.25,#336994
July,2010,R,1.18,#2566B5
July,2010,Ruby,2.17,#B01E00
July,2010,Rust,0.1,#000000
July,2010,Scala,0.21,#DE3424
July,2010,Swift,0,#E94F37
July,2010,TypeScript,0,#3178C6
July,2010,VBA,2.46,#93217F
July,2010,Visual Basic,5.43,NA
August,2010,Abap,0.63,#06A9EA
August,2010,Ada,0.19,#101EC8
August,2010,C/C++,11.63,#00599C
August,2010,C#,6.419999999999999,#813084
August,2010,Cobol,0.5499999999999999,#1D1063
August,2010,Dart,0,#2DB6F6
August,2010,Delphi,1.26,#F32835
August,2010,Go,0.03,#66D0DE
August,2010,Groovy,0.35000000000000003,#619CBC
August,2010,Haskell,0.26,#8F4E8B
August,2010,Java,28.52,#F8981E
August,2010,JavaScript,7.22,#F3D23C
August,2010,Julia,0,#369325
August,2010,Kotlin,0,#7F52FF
August,2010,Lua,0.47000000000000003,#0F007C
August,2010,Matlab,3.36,#F0800E
August,2010,Objective-C,0.38999999999999996,#AFB6CA
August,2010,Perl,3.2399999999999998,#113E62
August,2010,PHP,17.64,#7277AD
August,2010,Python,6.22,#336994
August,2010,R,1.22,#2566B5
August,2010,Ruby,2.23,#B01E00
August,2010,Rust,0.08,#000000
August,2010,Scala,0.21,#DE3424
August,2010,Swift,0,#E94F37
August,2010,TypeScript,0,#3178C6
August,2010,VBA,2.5700000000000003,#93217F
August,2010,Visual Basic,5.3100000000000005,NA
September,2010,Abap,0.63,#06A9EA
September,2010,Ada,0.2,#101EC8
September,2010,C/C++,11.75,#00599C
September,2010,C#,6.45,#813084
September,2010,Cobol,0.54,#1D1063
September,2010,Dart,0,#2DB6F6
September,2010,Delphi,1.27,#F32835
September,2010,Go,0.03,#66D0DE
September,2010,Groovy,0.35000000000000003,#619CBC
September,2010,Haskell,0.27,#8F4E8B
September,2010,Java,28.549999999999997,#F8981E
September,2010,JavaScript,7.1499999999999995,#F3D23C
September,2010,Julia,0,#369325
September,2010,Kotlin,0,#7F52FF
September,2010,Lua,0.48,#0F007C
September,2010,Matlab,3.3000000000000003,#F0800E
September,2010,Objective-C,0.48,#AFB6CA
September,2010,Perl,3.2,#113E62
September,2010,PHP,17.43,#7277AD
September,2010,Python,6.34,#336994
September,2010,R,1.18,#2566B5
